ID,podName,political_leaning,speaker_id,thesis_categories,sentence,center_sentence,topic,probability,Top_Emotion,Fear_Score,Anger_Score,Joy_Score,Sadness_Score,Disgust_Score,Surprise_Score,Neutral_Score
2WAY_4,2WAY,Conservative,SPEAKER_00,Identity & Assimilation,"oh, well, I'm not an immigrant or I'm not a Jew. It's not going to affect","oh, well, I'm not an immigrant or I'm not a Jew.",349,0.1140977804960508,neutral,0.05479380115866661,0.02245800755918026,0.008747345767915249,0.0282345749437809,0.07352536171674728,0.027324644848704338,0.7849162817001343
2WAY_1,2WAY,Conservative,SPEAKER_02,Crime & Security Narrative,"much, but everywhere in Northern Virginia, Maryland, whatever you're hearing, you're seeing these incidents of crime. And I say all that because until the narrative changes, whether it's fentanyl, immigration, crime, the rising prices of things, people are going to vote for the same thing. I think that's a good thing.","And I say all that because until the narrative changes, whether it's fentanyl, immigration, crime, the rising prices of things, people are going to vote for the same thing.",43,0.0306538272602469,neutral,0.005920149851590395,0.00846051424741745,0.007437633816152811,0.0037429509684443474,0.03532300516963005,0.00499975448474288,0.9341159462928772
Advisory-Opinions_485,Advisory-Opinions,Moderate,SPEAKER_03,Partisan Politics & Elections,"Yeah, I think the politics of the of the cases were a rounding error. Compared to inflation and compared to the migrant surge at the border. I can't but except",Compared to inflation and compared to the migrant surge at the border.,84,0.0437844449769415,neutral,0.010902895592153072,0.020807843655347824,0.0038837732281535864,0.012754515744745731,0.041889939457178116,0.05886895954608917,0.8508920669555664
Advisory-Opinions_485,Advisory-Opinions,Moderate,SPEAKER_03,Unmapped,"What are you doing with the census? What are you doing with immigration? I mean, you just go through issue after issue after issue.",What are you doing with immigration?,36,0.1834958039890942,neutral,0.010041359812021255,0.10123662650585175,0.001989387208595872,0.005534693133085966,0.1257316768169403,0.13270655274391174,0.6227596402168274
Advisory-Opinions_485,Advisory-Opinions,Moderate,SPEAKER_03,Humanitarian & Asylum System,"And there's a lawsuit. It's blocked because maybe the courts find that while your asylum claim is pending, you are not an unlawful immigrant. You're actually legally here under the current law.","It's blocked because maybe the courts find that while your asylum claim is pending, you are not an unlawful immigrant.",3,0.1932949183784369,neutral,0.018998276442289352,0.15193966031074524,0.003368380246683955,0.08507243543863297,0.053155750036239624,0.019934289157390594,0.6675311326980591
Advisory-Opinions_479,Advisory-Opinions,Moderate,SPEAKER_01,Partisan Politics & Elections,"Can we just pause on that just briefly as a symbol of how much things have changed. So 1998 the Republicans are, keep the immigrant in America, you democratic ingrates.","So 1998 the Republicans are, keep the immigrant in America, you democratic ingrates.",1,0.0598904205423108,neutral,0.011040029115974903,0.009975501336157322,0.002145196544006467,0.003481278894469142,0.01637871004641056,0.020847110077738762,0.9361322522163391
Advisory-Opinions_478,Advisory-Opinions,Moderate,SPEAKER_01,Identity & Assimilation,"And that everyone likes. But, you know, we need more white European immigrants. We need fewer Asian immigrants.","But, you know, we need more white European immigrants.",94,0.0110952043889278,neutral,0.002102911937981844,0.022577745839953423,0.11715975403785706,0.02362133003771305,0.06647131592035294,0.008941097185015678,0.7591258883476257
Advisory-Opinions_478,Advisory-Opinions,Moderate,SPEAKER_01,Identity & Assimilation,"But, you know, we need more white European immigrants. We need fewer Asian immigrants.",We need fewer Asian immigrants.,94,0.0057710950780466,neutral,0.007183586712926626,0.014195194467902184,0.007012596353888512,0.033105745911598206,0.037420984357595444,0.010676920413970947,0.890404999256134
Advisory-Opinions_477,Advisory-Opinions,Moderate,SPEAKER_03,International Refugee Context,"They left when told to leave, and they went to Al Mawasi, the refugee camp that Israel had paid for and built along the coast with field hospitals, food purveyors, and residential facilities for over 1 million people. And they went.","They left when told to leave, and they went to Al Mawasi, the refugee camp that Israel had paid for and built along the coast with field hospitals, food purveyors, and residential facilities for over 1 million people.",6,0.0969518025453868,neutral,0.01322978176176548,0.034825101494789124,0.019331876188516617,0.011478804983198643,0.061195749789476395,0.006019036751240492,0.8539195656776428
Advisory-Opinions_477,Advisory-Opinions,Moderate,SPEAKER_01,Unmapped,"I have and still have no idea what that means, but it is used in a bunch of these Supreme Court cases, which for instance, have given a thumbs up to highway checkpoints near the border to check for illegal immigrants being smuggled in cars, for instance. Sobriety checkpoints, where they just have everyone pull over and give them a sobriety test.","I have and still have no idea what that means, but it is used in a bunch of these Supreme Court cases, which for instance, have given a thumbs up to highway checkpoints near the border to check for illegal immigrants being smuggled in cars, for instance.",321,0.0020401346009823,neutral,0.006980965845286846,0.01603812351822853,0.0024958434514701366,0.0038880982901901007,0.030561190098524094,0.033494461327791214,0.9065413475036621
Advisory-Opinions_475,Advisory-Opinions,Moderate,SPEAKER_02,Unmapped,"Although Justice Gorsuch is generally labeled the most quote -unquote conservative of the three justices, he has consistently joined with the court's three Democratic appointees on questions of criminal justice, immigration, and Indian law. And he notably wrote the court's opinion in Bostock v.","Although Justice Gorsuch is generally labeled the most quote -unquote conservative of the three justices, he has consistently joined with the court's three Democratic appointees on questions of criminal justice, immigration, and Indian law.",26,0.0174023820230304,neutral,0.015357481315732002,0.03880736604332924,0.004216844215989113,0.007854195311665535,0.11003045737743378,0.008421857841312885,0.8153117299079895
Advisory-Opinions_473,Advisory-Opinions,Moderate,SPEAKER_04,Unmapped,Not much of a defense possible. Illegal immigrants. Either you are here legally or not.,Illegal immigrants.,286,0.0106523164394864,neutral,0.03059878945350647,0.06613986194133759,0.0018084021285176277,0.03671061620116234,0.10738586634397507,0.005536168348044157,0.7518203258514404
Advisory-Opinions_468,Advisory-Opinions,Moderate,SPEAKER_01,Unmapped,"up on that Brahimi train. Uh, this circuit says Brahimi doesn't change 922 G as applied to illegal alien prohibition on owning guns. Not surprising there.","Uh, this circuit says Brahimi doesn't change 922 G as applied to illegal alien prohibition on owning guns.",78,0.4788651498952948,surprise,0.0012744260020554066,0.0047981590032577515,0.0024449103511869907,0.0035289337392896414,0.00433548865839839,0.9271227121353149,0.05649540200829506
Advisory-Opinions_467,Advisory-Opinions,Moderate,SPEAKER_02,Unmapped,"Got a couple of Fifth Circuit decisions. Drug users in possession of guns, illegal aliens in possession of guns. We got a lot of Second Amendment stuff teed up here.","Drug users in possession of guns, illegal aliens in possession of guns.",78,0.045801446748185,neutral,0.003365573240444064,0.015070089139044285,0.010999608784914017,0.004418437369167805,0.013981273397803307,0.018910445272922516,0.9332545399665833
Advisory-Opinions_466,Advisory-Opinions,Moderate,SPEAKER_02,Humanitarian & Asylum System,"when I think of Congress being broken, one of the paradigmatic examples is how we're talking about Texas versus Biden. Sarah, remember that case where the issue was that Congress had mandated detention for immigrants while, you know, while their their deportation proceedings are pending or their asylum. That while they while an asylum process is underway, but then Congress did not appropriate funds for the detention facility.","Sarah, remember that case where the issue was that Congress had mandated detention for immigrants while, you know, while their their deportation proceedings are pending or their asylum.",148,0.0069563365552327,neutral,0.018156055361032486,0.19219788908958435,0.0015077699208632112,0.08223400264978409,0.1970125287771225,0.02410978451371193,0.48478198051452637
Advisory-Opinions_466,Advisory-Opinions,Moderate,SPEAKER_03,Unmapped,race for county commission last time was all about immigration.,race for county commission last time was all about immigration.,475,0.0012704714057279,neutral,0.07289993017911911,0.01540403999388218,0.004834522493183613,0.024737920612096786,0.013975919224321842,0.08596353232860565,0.7821841835975647
Advisory-Opinions_466,Advisory-Opinions,Moderate,SPEAKER_00,Crime & Security Narrative,And the county commission just can't do anything about immigration. It doesn't matter what you think about it.,And the county commission just can't do anything about immigration.,22,0.0452131998531504,neutral,0.006147979758679867,0.18074800074100494,0.0019405204802751541,0.018565215170383453,0.19736547768115997,0.010385431349277496,0.5848473310470581
Advisory-Opinions_461,Advisory-Opinions,Moderate,SPEAKER_05,Border Enforcement & Policy,"And it goes, you know, a lot of this stuff goes back to the Arizona, the Obama era Arizona case. How much more can you do as a state on top of federal immigration enforcement? How much more can you do as a state extra and above?",How much more can you do as a state on top of federal immigration enforcement?,70,0.0271953799274769,neutral,0.01149936206638813,0.019954677671194077,0.0025422184262424707,0.007132589351385832,0.016777466982603073,0.09237504005432129,0.8497186899185181
Advisory-Opinions_456,Advisory-Opinions,Moderate,SPEAKER_02,Partisan Politics & Elections,"I have a question. I forgot bucket number four here, which is sort of a very online bucket, but I think it's worth a few moments of our time, which is the idea that both of Vice President Harris's parents were immigrants and not U .S. citizens at the time of her birth.","I forgot bucket number four here, which is sort of a very online bucket, but I think it's worth a few moments of our time, which is the idea that both of Vice President Harris's parents were immigrants and not U .S.",5,0.049353476515573,neutral,0.0018865733873099089,0.004913422279059887,0.005282338242977858,0.005694986321032047,0.006652163807302713,0.14708921313285828,0.8284813165664673
Advisory-Opinions_456,Advisory-Opinions,Moderate,SPEAKER_04,Identity & Assimilation,"It's just a tremendous uptick. I mean, we could say we're a nation of immigrants, but we have a nation of politically active immigrants or the children of politically active immigrants in ways that we didn't before. I mean, it would be very convenient.","I mean, we could say we're a nation of immigrants, but we have a nation of politically active immigrants or the children of politically active immigrants in ways that we didn't before.",110,0.039614594853401,neutral,0.0014616111293435097,0.010821297764778137,0.052499912679195404,0.002712731482461095,0.00979594886302948,0.17998787760734558,0.7427206039428711
Advisory-Opinions_456,Advisory-Opinions,Moderate,SPEAKER_05,Identity & Assimilation,"It's just a tremendous uptick. I mean, we could say we're a nation of immigrants, but we have a nation of politically active immigrants or the children of politically active immigrants in ways that we didn't before. I mean, it would be very convenient.","I mean, we could say we're a nation of immigrants, but we have a nation of politically active immigrants or the children of politically active immigrants in ways that we didn't before.",110,0.0368704811019558,neutral,0.0014616111293435097,0.010821297764778137,0.052499912679195404,0.002712731482461095,0.00979594886302948,0.17998787760734558,0.7427206039428711
Advisory-Opinions_449,Advisory-Opinions,Moderate,SPEAKER_04,Partisan Politics & Elections,"Virtually every president is criticized for insufficiently enforcing some aspect of federal law such as drug, gun, immigration, or environmental laws. An enterprising prosecutor in a new administration may assert that a previous president violated that broad statute.","Virtually every president is criticized for insufficiently enforcing some aspect of federal law such as drug, gun, immigration, or environmental laws.",35,0.0126591103669685,anger,0.010243675671517849,0.4242325723171234,0.0008482332923449576,0.011251449584960938,0.41984304785728455,0.010188247077167034,0.1233927458524704
Advisory-Opinions_449,Advisory-Opinions,Moderate,SPEAKER_04,Crime & Security Narrative,"Section 371, it's a conspiracy to obstruct the lawful function of the Department of Homeland Security of enforcing Congress's immigration laws at the border, and he's indicted down in Texas or whatever. And just accept my hypothetical.","Section 371, it's a conspiracy to obstruct the lawful function of the Department of Homeland Security of enforcing Congress's immigration laws at the border, and he's indicted down in Texas or whatever.",22,0.0017805984232309,neutral,0.03598775342106819,0.3850606679916382,0.002966864500194788,0.07029110938310623,0.0796019583940506,0.0049689277075231075,0.4211227297782898
Advisory-Opinions_448,Advisory-Opinions,Moderate,SPEAKER_02,Identity & Assimilation,"The court has not definitively explained the distinction between public and private rights, and we do not claim to do so today. As the court explains, that class has traditionally included the collection of revenue, customs enforcement, immigration, and the grant of public benefits.","As the court explains, that class has traditionally included the collection of revenue, customs enforcement, immigration, and the grant of public benefits.",65,0.0201329838560649,neutral,0.007670845836400986,0.02082306332886219,0.0051369513384997845,0.01058732159435749,0.024549050256609917,0.008084187284111977,0.9231486320495605
Advisory-Opinions_447,Advisory-Opinions,Moderate,SPEAKER_01,Identity & Assimilation,"Nevertheless, the court did not require New York to perform that essentially impossible operation because it was clear that a citizenship question would dissuade at least some non -citizen households from responding. The point here being, you don't need to prove exactly which White House emails caused exactly which posts to be taken down of the plaintiffs, similar to how New York doesn't have to prove which illegal aliens weren't gonna answer the citizenship question because the point was that","The point here being, you don't need to prove exactly which White House emails caused exactly which posts to be taken down of the plaintiffs, similar to how New York doesn't have to prove which illegal aliens weren't gonna answer the citizenship question because the point was that",216,0.0044220790487656,neutral,0.015758609399199486,0.06358888745307922,0.0029903280083090067,0.009021363221108913,0.0439787395298481,0.007982417941093445,0.8566796779632568
Advisory-Opinions_447,Advisory-Opinions,Moderate,SPEAKER_01,Unmapped,"White House complaints would cause some additional posts to be taken down, just like adding the citizenship question would cause some illegal aliens not to answer the census. So again, back to the same citizenship question, census question.","White House complaints would cause some additional posts to be taken down, just like adding the citizenship question would cause some illegal aliens not to answer the census.",36,1.0,anger,0.010728309862315655,0.6700655817985535,0.0018244432285428047,0.0478527769446373,0.046035781502723694,0.008481232449412346,0.215011864900589
Advisory-Opinions_445,Advisory-Opinions,Moderate,SPEAKER_03,Unmapped,"And so now we hold all of these people are citizens with constitutional rights. I think it's different if we're talking about an illegal alien, for instance, who may not have full constitutional rights. But","I think it's different if we're talking about an illegal alien, for instance, who may not have full constitutional rights.",215,1.0,neutral,0.004236289300024509,0.020112724974751472,0.00248129665851593,0.004581352695822716,0.02737235277891159,0.01856626756489277,0.9226497411727905
Advisory-Opinions_445,Advisory-Opinions,Moderate,SPEAKER_03,Unmapped,"it is six three along ideological lines and you read the top line and you're like, Oh, it must be a non -ideological one that just happened to cut six three, but it's not. So this is an immigration case,","So this is an immigration case,",-1,0.0122718893830171,neutral,0.008753588423132896,0.052665162831544876,0.003091072663664818,0.011074784211814404,0.0945293977856636,0.2982712388038635,0.5316147208213806
Advisory-Opinions_445,Advisory-Opinions,Moderate,SPEAKER_03,Crime & Security Narrative,So a U S citizen marries an illegal alien from El Salvador,So a U S citizen marries an illegal alien from El Salvador,224,0.0035364035513945,disgust,0.012930694036185741,0.11062904447317123,0.02846192754805088,0.06426793336868286,0.422282338142395,0.010780337266623974,0.35064783692359924
Advisory-Opinions_445,Advisory-Opinions,Moderate,SPEAKER_03,Viral Incidents & Culture War,"Okay, so in short, husband's an illegal alien and can't come and they won't tell him why, even though he's married to a U S citizen. Then when they finally get into court, they're like, okay, fine.","Okay, so in short, husband's an illegal alien and can't come and they won't tell him why, even though he's married to a U S citizen.",259,0.0063366754694089,neutral,0.012363096699118614,0.22677111625671387,0.008274239487946033,0.013637656345963478,0.08551376312971115,0.0029614579398185015,0.650478720664978
Advisory-Opinions_444,Advisory-Opinions,Moderate,SPEAKER_01,Economic & Social Impact,"And it was about the play and the joints between what the establishment clause forbids and what the free exercise clause demands. And looking at a specific school out in California, there was a charter school where they had a large number of Somali immigrant elementary school students who","And looking at a specific school out in California, there was a charter school where they had a large number of Somali immigrant elementary school students who",29,0.002216212100661,neutral,0.0018021713476628065,0.008519071154296398,0.00376326497644186,0.002475709654390812,0.022587403655052185,0.04815756157040596,0.9126948118209839
Advisory-Opinions_444,Advisory-Opinions,Moderate,SPEAKER_02,Economic & Social Impact,"And in fact, that's exactly what this school ended up doing. They just banned the children from being able to pray during recess and hoped that none of the not very well -off Somali immigrant parents would sue them for free exercise violations. And they didn't.",They just banned the children from being able to pray during recess and hoped that none of the not very well -off Somali immigrant parents would sue them for free exercise violations.,29,0.0032294422861177,neutral,0.0025794305838644505,0.11116283386945724,0.003450134303420782,0.01701817661523819,0.043050553649663925,0.024088909849524498,0.7986499071121216
Advisory-Opinions_442,Advisory-Opinions,Moderate,SPEAKER_02,Unmapped,"Police officers could sue to challenge a government decision to legalize certain activities that are associated with increased crime. Teachers and border states could sue to challenge allegedly lax immigration policies that lead to overcrowded classrooms. Finally, it's been suggested that here the plaintiffs must have standing because if these plaintiffs don't have standing, then it may be that no one would have standing to challenge FDA's 2016 and 2021 actions.",Teachers and border states could sue to challenge allegedly lax immigration policies that lead to overcrowded classrooms.,507,0.0121158816762229,neutral,0.11197648197412491,0.1518731415271759,0.004699729382991791,0.031334832310676575,0.028469059616327286,0.009010727517306805,0.6626359820365906
Advisory-Opinions_442,Advisory-Opinions,Moderate,SPEAKER_02,Unmapped,"And this is like the most Gorsuchy stuff ever. While this is in the immigration context, you can feel it being in the criminal defendant context. This is about due process, making the government square its corners.","While this is in the immigration context, you can feel it being in the criminal defendant context.",26,0.0096431852347283,neutral,0.0037971490528434515,0.021989069879055023,0.0036712440196424723,0.002327292924746871,0.06444813311100006,0.020867932587862015,0.8828991055488586
Advisory-Opinions_440,Advisory-Opinions,Moderate,SPEAKER_03,Unmapped,"ability to keep them. And I'm thinking in the immigration context, remember we had this case","And I'm thinking in the immigration context, remember we had this case",-1,0.0007586459158235,neutral,0.008788645267486572,0.020191069692373276,0.0027917029801756144,0.00935536902397871,0.016474444419145584,0.019810376688838005,0.9225884675979614
Advisory-Opinions_440,Advisory-Opinions,Moderate,SPEAKER_03,Border Enforcement & Policy,"Congress writes a law that says you have to detain immigrants who are, while their asylum case is pending.","Congress writes a law that says you have to detain immigrants who are, while their asylum case is pending.",461,0.0026708845404102,neutral,0.024056294932961464,0.128276526927948,0.002223330084234476,0.033714424818754196,0.1651870757341385,0.00865691713988781,0.6378853917121887
Advisory-Opinions_433,Advisory-Opinions,Moderate,SPEAKER_04,Border Enforcement & Policy,And that was considered a big case. But the Supreme Court upheld the Biden administration's immigration enforcement plans and held that Texas and Louisiana couldn't sue to force the president to deport illegal aliens. That one was considered a big case when it was being argued.,But the Supreme Court upheld the Biden administration's immigration enforcement plans and held that Texas and Louisiana couldn't sue to force the president to deport illegal aliens.,11,0.2545299718104341,neutral,0.014008867554366589,0.2809379994869232,0.018106283619999886,0.024076929315924644,0.08782006055116653,0.01321836095303297,0.561831533908844
Advisory-Opinions_429,Advisory-Opinions,Moderate,SPEAKER_07,Humanitarian & Asylum System | Identity & Assimilation,"So this was very fascinating. If you go back and you look at the Reagan legacy, Reagan provided this very, was this incredibly immigration friendly president and Reagan's EMTALA essentially provides for universal access to health care. If you go to an ER at a hospital that receives federal funds, you cannot be turned away from receiving that stabilizing care.","If you go back and you look at the Reagan legacy, Reagan provided this very, was this incredibly immigration friendly president and Reagan's EMTALA essentially provides for universal access to health care.",18,0.1167703434107997,neutral,0.009223457425832748,0.00826758611947298,0.010646602138876915,0.0036173167172819376,0.015667688101530075,0.05676276609301567,0.8958146572113037
Advisory-Opinions_424,Advisory-Opinions,Moderate,SPEAKER_01,Border Enforcement & Policy,"And I expect they'll say in some ways, yes, some ways, definitely no. But also under the truth serum, I bet you would say, and we could have done immigration reform.","But also under the truth serum, I bet you would say, and we could have done immigration reform.",14,0.0139880034096221,neutral,0.006634959485381842,0.01450276467949152,0.0028267353773117065,0.005081093404442072,0.030985305085778236,0.007471379823982716,0.9324977397918701
